"","WELLNAME","FLUID","FLUID_METHOD","SOLUTION_GOR","OIL_GRAVITY","GAS_GRAVITY","WATER_SALINITY","H2S_MOLE_PERCENT","CO2_MOLE_PERCENT","N2_MOLE_PERCENT","Pb_Rs_Bo_CORRELATION","OIL_VISCOSITY_CORRELATION","GAS_VISCOSITY_CORRELATION","SEPARATOR_PRES","SEPARATOR_TEMP","CGR_(FOR_GAS_AND_RETR_COND)","WGR_(FOR_GAS_AND_RETR_COND)","SEPARATOR_GOR","TANK_GOR","SEPARATOR_GAS_GRAV","TANK_GAS_GRAV","WATER_VISC_OPTION","WATER_VAPOUR_OPTION","RESERVOIR_TEMPERATURE","RESERVOIR_PRESSURE","DEW_POINT_AT_RES_TEMP","PVT_IS_MATCHED","NUM_OF_TABLES_FOR_PVT_MATCHING","MIN_TEMPERATURE_OF_PVT_MATCHING_TABLES","MAX_TEMPERATURE_OF_PVT_MATCHING_TABLES","MIN_PRESSURE_OF_PVT_MATCHING_TABLES","MAX_PRESSURE_OF_PVT_MATCHING_TABLES","USE_PVT_TABLES_(INSTEAD_OF_CORR)_FLAG","NUM_OF_TABLES_FOR_PVT_USED","MIN_TEMPERATURE_OF_PVT_USED_TABLES","MAX_TEMPERATURE_OF_PVT_USED_TABLES","MIN_PRESSURE_OF_PVT_USED_TABLES","MAX_PRESSURE_OF_PVT_USED_TABLES"
"COLUMN_LABELS","Имя_скважины","Флюид","Тип_флюида","Содержание_растворенного_газа","Плотность_нефти","Удельный_вес_газа","Соленость_воды","Мольная_доля_H2S","Мольная_доля_CO2","Мольная_доля_N2","Корреляция_давления_насыщения/газосодержания/объемного коэффициента","Корреляция_вязкости_нефти","Корреляция_вязкости_газа","Давление_сепаратора","Температура_сепаратора","Конденсатогазовый_фактор","Водогазовый_фактор","Газовый_фактор_на_сепараторе","Газовый_фактор_резервуара","Удельный_вес_газа_в_сепараторе","Удельный_вес_газа_в_пласте","Метод_определения_вязкости_воды","Активация_опции_учета_перехода_воды_в_газ","Пластовая_температура","Пластовое_давление","Давление_насыщения_при_T_пласта","Флаг_адаптации_PVT","Количество_таблиц_для_адаптации_PVT","Минимальная_температура_таблиц_адаптации_PVT","Максимальная_температура_таблиц_адаптации_PVT","Минимальное_давление_таблиц_адаптации_PVT","Максимальное_давление_таблиц_адаптации_PVT","Флаг_использования_интерполяции_PVT_таблиц_(вместо_адаптации)","Количество_таблиц_для_интерполяции_PVT","Минимальная_температура_таблиц_интерполяции_PVT","Максимальная_температура_таблиц_интерполяции_PVT","Минимальное_давление_таблиц_интерполяции_PVT","Максимальное_давление_таблиц_интерполяции_PVT"
"1-Tunj","1-Tunj","Oil and Water","Black Oil","143.899994995","867.399978143","0.879400015","44282.3984375","0","2.226999998","0.511600018","Glaso","Beggsetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","300.103132602","1.013253489","Yes","2","20","104","302.8","","No","0","","","",""
"1001_AR","1001_AR","Oil and Water","Black Oil","255.13300127","858.935000863","0.661599994","52555.19921875","0","0","0","Lasater","Beggsetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","218.711452026","1.013253489","Yes","1","103.999996382","103.999996382","326.994738516","326.994738516","No","0","","","",""
"1003_AR","1003_AR","Oil and Water","Black Oil","255.13300127","858.935000863","0.661599994","52555.19921875","0","0","0","Lasater","Beggsetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","160.364419418","1.013253489","Yes","1","103.999996382","103.999996382","326.994738516","326.994738516","No","0","","","",""
"1004_AR","1004_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","187.037349091","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1009_AR","1009_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","186.350903314","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1009_AR_FPZ","1009_AR_FPZ","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","240.285156779","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"100_URM_INJ","100_URM_INJ","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","167.719084989","1.013253489","No","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"1010_AR","1010_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","109.862352758","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1011_AR","1011_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","192.234642504","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1012_AR","1012_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","193.215276924","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1013_AR","1013_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","203.021486464","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1017_AR","1017_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","153.009753847","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1019_AR","1019_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","186.056731504","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"101_KULG","101_KULG","Oil and Water","Black Oil","173.299999316","847.000006759","0.66267997","101597","0","3.099999905","1.679999948","Lasater","Petroskyetal","Leeetal","","","      0.00000000e+00","0","17720","","","","Use Default Correlation","No Calculations","103.999996382","305.006254204","","Yes","1","104.999997977","104.999997977","252.012993673","252.012993673","No","0","","","",""
"101_URM","101_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","124.571692316","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"103_URM","103_URM","Oil and Water","Black Oil","195.277990723","1035.999999665","0.811839998","0","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","163.796597807","1.013253489","Yes","1","103.999996382","103.999996382","326.999990382","326.999990382","No","0","","","",""
"104_KULG","104_KULG","Oil and Water","Black Oil","173.299999316","847.000006759","0.66267997","101597","0","3.099999905","1.679999948","Lasater","Petroskyetal","Leeetal","","","      0.00000000e+00","0","17720","","","","Use Default Correlation","No Calculations","103.999996382","280.490679857","","Yes","1","104.999997977","104.999997977","252.012993673","252.012993673","No","0","","","",""
"106_KULG","106_KULG","Oil and Water","Black Oil","173.299999316","847.000006759","0.66267997","101597","0","3.099999905","1.679999948","Lasater","Petroskyetal","Leeetal","","","      0.00000000e+00","0","17720","","","","Use Default Correlation","No Calculations","103.999996382","319.715585347","","Yes","1","104.999997977","104.999997977","252.013397663","252.013397663","No","0","","","",""
"106_URM","106_URM","Oil and Water","Black Oil","255.13200625","858.934961084","0.661599994","52555.19921875","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","126.532935908","1.013253489","Yes","1","103.999996382","103.999996382","326.994738516","326.994738516","No","0","","","",""
"108_URM","108_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","0","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","117.118958253","1.013253489","Yes","1","103.999996382","103.999996382","326.999990382","326.999990382","No","0","","","",""
"109_URM","109_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","231.459547994","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"1104_AR","1104_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","167.032639211","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"110_URM","110_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","165.757832981","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"1124_AR_INJ","1124_AR_INJ","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.19921875","0","0","0","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","0","0","0","0","Use Default Correlation","No Calculations","103.999996382","99.075508798","1.013253489","No","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"112_URM_INJ","112_URM_INJ","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","293.238775824","1.013253489","No","1","103.999996382","103.999996382","326.999990382","326.999990382","No","0","","","",""
"114_URM","114_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","194.195894511","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"1179_AR","1179_AR","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","0","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","185.370285726","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"1201_AR","1201_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","135.06435605","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1202_AR","1202_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","119.66857913","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1205_AR","1205_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","110.842978761","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1206_AR","1206_AR","Oil and Water","Black Oil","185.24799917","859.030003704","0.667810023","1.019999981","0","1.629999995","0","Standing","Beggsetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","214.788964844","1.013253489","Yes","1","103.999996382","103.999996382","317.054168746","317.054168746","No","0","","","",""
"1207_AR","1207_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","282.648052015","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1208_AR","1208_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","143.889956419","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"120G_URM","120G_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","186.448971806","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"1210_AR","1210_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.19921875","0","0","0","Lasater","Beggsetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","122.610448725","1.013253489","Yes","1","103.999987905","103.999987905","326.994603853","326.994603853","No","0","","","",""
"1212_AR","1212_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.19921875","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","106.920483163","1.013253489","Yes","1","103.999996382","103.999996382","326.994738516","326.994738516","No","0","","","",""
"1214_AR","1214_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","129.474805503","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1216_AR","1216_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","118.687953126","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"121G_URM","121G_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","221.653321621","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"1224_AR_NFW","1224_AR_NFW","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","206.061424551","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1226_AR","1226_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","185.370285726","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1226_AR_NFW","1226_AR_NFW","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","161.639225648","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"122_URM","122_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","102.311558619","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"123_URM","123_URM","Oil and Water","Black Oil","285.942331787","833.945774672","0.993130028","0","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","0","0","0","0","Use Default Correlation","No Calculations","-17.777776","1.013253489","1.013253489","Yes","1","103.999987905","103.999987905","327.000125045","327.000125045","No","0","","","",""
"125_URM_INJ","125_URM_INJ","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","167.719084989","1.013253489","No","1","103.999996382","103.999996382","326.999990382","326.999990382","No","0","","","",""
"126_URM","126_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","225.575808804","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"127_URM","127_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","110.842978761","1.013253489","Yes","1","103.999996382","103.999996382","326.999653724","326.999653724","No","0","","","",""
"128_URM","128_URM","Oil and Water","Black Oil","269.734999414","852.727991563","0.961179972","0","0","1.44698","0.591000021","Glaso","Beggsetal","Leeetal","","","      0.00000000e+00","0","17720","","","","Use Default Correlation","No Calculations","103.999996382","102.999999096","","Yes","1","103.999996382","103.999996382","326.996994125","326.996994125","No","0","","","",""
"129_URM","129_URM","Oil and Water","Black Oil","269.734999414","852.727991563","0.961179972","0","0","1.44698","0.591000021","Glaso","Beggsetal","Leeetal","","","      0.00000000e+00","0","17720","","","","Use Default Correlation","No Calculations","103.999996382","175.000005613","","Yes","1","103.999996382","103.999996382","326.996994125","326.996994125","No","0","","","",""
"1303_AR","1303_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","116.726709535","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1304_AR","1304_AR","Oil and Water","Black Oil","185.24799917","859.030003704","0.667810023","1.019999981","0","1.629999995","0","Standing","Beggsetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","132.416675098","1.013253489","Yes","1","103.999996382","103.999996382","317.054168746","317.054168746","No","0","","","",""
"1307_AR","1307_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","124.571692316","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1309_AR","1309_AR","Oil and Water","Black Oil","185.24799917","859.030003704","0.667810023","1.019999981","0","1.629999995","0","Standing","Beggsetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","116.726709535","1.013253489","Yes","1","103.999996382","103.999996382","317.054168746","317.054168746","No","0","","","",""
"130_URM","130_URM","Oil and Water","Black Oil","285.943002344","833.945999661","0.993130028","1.019999981","0","1.230000019","0.5","Glaso","Bealetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","124.999997112","1.013253489","Yes","1","103.999996382","103.999996382","326.999990382","326.999990382","No","0","","","",""
"1310_AR","1310_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","133.397292685","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
"1315_AR","1315_AR","Oil and Water","Black Oil","255.13200625","858.935000863","0.661599994","52555.23828125","0","0","0","Lasater","Petroskyetal","Leeetal","1.013253489","-17.777776","      0.00000000e+00","0","17720","0","0","0","Use Default Correlation","No Calculations","103.999996382","158.883679454","1.013253489","Yes","1","103.999996382","103.999996382","326.995007842","326.995007842","No","0","","","",""
