,WELLNAME,FILTERED_MD_LAST_VALUE,FILTERED_TVD_LAST_VALUE,Обводненность_для_расчета_PVT_параметров,Глубина_по_стволу_cs,Внутренний_диаметр_эксплуатационной_колонны_cs,Внутренняя_шероховатость_эксплуатационной_колонны_cs,Глубина_по_стволу,Внутренний_диаметр_НКТ,Внутренняя_шероховатость_НКТ,Внешний_диаметр_НКТ,Внутренний_диаметр_эксплуатационной_колонны,Газовый_фактор,Коэффициент_продуктиности,Забойное давление,Глубина_спуска_ЭЦН_по_стволу_MD,Коэффициент_износа,Содержание_растворенного_газа,Плотность_нефти,Удельный_вес_газа,Корреляция_вязкости_нефти,Пластовое_давление
88,1904_AR,4170.0,3101.63,55.299999237,3396.84,0.159,0.0001524,3029.63,0.062,0.0001524,0.073,0.159,1539.021281641,5.497130161,94.6835086704902,3029.630144531,0.0,255.13200625,858.935000863,0.661599994,2,241.265774367
89,1904_AR_FON,4170.0,3101.63,59.700000763,3396.84,0.159,0.0001524,3029.63,0.062,0.0001524,0.073,0.159,771.170419922,3.91750059,77.1644607528204,0.0,0.0,255.13200625,858.935000863,0.661599994,2,201.060251289
90,1905_AR_PROJECT,4107.0,3087.14,91.599998474,3469.31,0.1596,0.0001524,3058.32,0.062,0.0001524,0.073,0.1596,256.000009375,5.53613877,35.3713822137185,3058.320039844,0.0,255.13200625,858.935000863,0.661599994,2,173.602824179
91,1906_AR,3091.0,3086.54,94.699996948,3091.0,0.1596,0.0001524,2895.61,0.062,0.0001524,0.073,0.1596,256.000009375,3.312364661,31.6945621385989,2895.610120312,0.280000001,255.13200625,858.935000863,0.661599994,2,209.395534448
92,1907_AR,3870.0,3072.02,84.050003052,3721.0,0.159,1.524e-05,2939.0,0.062,1.524e-05,0.073,0.159,774.867393359,2.705646759,54.7269049481382,2939.000067188,0.349999994,255.13200625,858.935000863,0.661599994,2,193.901705869
93,1_SML,2752.0,2752.0,97.199996948,2752.0,0.147,1.524e-05,2598.79,0.062,1.524e-05,0.073,0.147,647.699744141,1.302255652,9.9167917782792,2598.789986719,0.200000003,41.600000983,879.600003149,0.612023115,1,99.075508798
94,200-Kulg,4012.0,3076.0,94.25,3541.97,0.122,1.524e-05,1206.14,0.062,1.524e-05,0.073,0.122,113.284844702,2.519383594,27.7652338947865,1206.140034375,0.0,173.299999316,847.000064781,0.66267997,2,285.393801459
95,2003_AR,3550.0,3036.53,7.650000095,3550.0,0.1086,1.524e-05,3150.67,0.062,1.524e-05,0.073,0.159,2938.103016406,0.602800011,54.2126113814797,3150.669975,0.0,255.13200625,858.935000863,0.661599994,2,121.825951289
96,2004_AR,3710.0,3037.91,5.099999905,3514.0,0.1596,0.0001524,3099.57,0.062,0.0001524,0.073,0.1596,5039.408796875,0.747339925,105.848084266696,0.0,0.0,255.13200625,858.935000863,0.661599994,2,238.323904771
97,2005_AR,3676.57,3066.19,88.800003052,3676.57,0.1596,0.0001524,3092.2,0.062,0.0001524,0.073,0.1596,8769.364276562,2.854931904,50.4212833873242,3092.190046875,0.75,255.13200625,858.935000863,0.661599994,2,211.847095249
98,2006_AR,3720.0,2949.25,49.799999237,3720.0,0.1086,1.524e-05,3226.65,0.062,1.524e-05,0.073,0.1596,5182.649385937,2.348428313,57.9173845515519,0.0,0.0,210.999991504,868.000002995,0.898000002,1,143.399647625
99,2007_AR,4131.0,3070.68,5.599999905,3328.0,0.16,1.524e-05,3030.2,0.062,1.524e-05,0.073,0.1596,5538.046135937,4.735918014,79.6832449017775,0.0,0.0,255.13200625,858.935000863,0.661599994,2,179.192374726
100,2009_AR,3620.0,3074.36,51.099998474,3620.0,0.1086,1.524e-05,3198.4,0.062,1.524e-05,0.073,0.1596,2337.934576562,0.561255367,77.2405142554716,0.0,0.0,210.999991504,868.000002995,0.898000002,1,192.823019789
101,200_URM,3320.0,2981.86,70.61693192439203,3320.0,0.1086,1.524e-05,2936.0,0.062,1.524e-05,0.073,0.1596,2128.045113809023,9.216998375051427,-520.309646568964,0.0,0.0,210.999991504,868.000002995,0.898000002,1,174.88089287166852
102,2010_AR,3520.66,3060.64,11.050000191,3520.66,0.1086,1.524e-05,3133.46,0.063,1.524e-05,0.073,0.1596,7335.458415625,0.885820377,87.4206032582709,0.0,0.0,185.24799917,859.030003704,0.667810023,1,198.118381694
103,2011_AR,3819.0,3075.01,40.150001526,3605.48,0.1596,0.0001524,3309.15,0.062,0.0001524,0.073,0.1596,8232.571485938,1.661040264,77.9829229872355,3309.149901562,0.75,603.366,823.460992358,0.640160024,0,187.331537734
104,2011_AR_FON,3819.0,3075.01,11.0,3605.48,0.1596,0.0001524,3320.96,0.062,0.0001524,0.073,0.1596,2658.0,0.972338531,111.060630375046,0.0,0.0,603.366,823.460992358,0.640160024,0,252.052618326
105,2012_AR,3150.0,3089.0,2.299999952,3344.863028571429,0.15573714285714282,0.00010223862857142857,3114.0,0.063,1.524e-05,0.073,0.1596,5511.214179688,0.763482779,83.616784213672,0.0,0.0,255.13200625,858.935000863,0.661599994,2,187.331537734
106,201_URM,3600.0,3070.67,98.400001526,3580.0,0.1596,0.0001524,3165.82,0.0662,0.0001524,0.0772,0.1596,1531.470035156,0.430545548,12.0096376919781,3165.820082813,0.059999999,285.943002344,833.945999661,0.993130028,0,278.529427849
107,202-Kulg,2851.0,2757.06,0.100000001,2851.0,0.156,1.524e-05,2520.16,0.062,1.524e-05,0.073,0.156,766.594800977,0.321716428,90.3596766802443,2520.159921094,0.25999999,173.300010132,847.000064781,0.66267997,2,202.040868876
108,2022_AR,3727.5,3060.86,6.800000191,3727.5,0.159,1.524e-05,2925.32,0.062,1.524e-05,0.073,0.159,256.000009375,4.197428893,86.6118479871308,2925.320083594,0.050000001,255.13200625,858.935000863,0.661599994,2,195.176512099
109,2023_AR,3674.16,3076.72,96.699996948,3674.16,0.159,1.524e-05,3243.11,0.062,1.524e-05,0.073,0.159,2026.336682812,1.746513781,20.1392649415914,3243.1101,0.189999998,255.13200625,858.935000863,0.661599994,2,186.350903314
110,2027_AR,3526.3,2951.77,0.899999976,3526.3,0.1596,1.524e-05,3105.64,0.062,1.524e-05,0.073,0.1596,614.276994824,0.590039981,109.870209207394,3106.00010625,0.0,255.13300127,858.935000863,0.661599994,1,246.168879136
111,202_URM,3867.0,3030.88,96.150001526,3867.0,0.1596,0.0001524,2962.82,0.062,0.0001524,0.073,0.1596,3009.578989844,10.643148757,18.3710800067223,2962.820008594,-0.349999994,285.943002344,833.945999661,0.993130028,1,150.067884252
112,202_UTBG,3319.0,3003.49,67.849998474,3319.0,0.1596,1.524e-05,3045.51,0.063,1.524e-05,0.073,0.1596,452.566117773,0.40033929,102.678174845475,3045.510105469,0.100000001,129.999939868,869.000218507,0.798330009,1,284.413150206
113,203_URM,3710.0,3070.17,80.0,3364.0,0.1596,0.0001524,3069.97,0.062,0.0001524,0.073,0.1596,1323.333320508,0.256082595,51.2410108786726,3069.970007813,0.0,285.943002344,833.945999661,0.993130028,0,213.808347257
114,203_UTBG,3284.0,2988.16,91.599998474,3283.96,0.1596,1.524e-05,3114.0,0.062,1.524e-05,0.073,0.1596,1378.448317578,1.04664423,23.6731186312938,3113.999915625,0.150000006,130.000004761,869.000004744,0.798330009,1,114.765465944
115,204-Kulg,3880.0,3107.45,0.100000001,2916.0,0.1596,0.0001524,2718.85,0.062,0.0001524,0.073,0.1596,265.327819971,0.718425428,102.563898378626,2718.849932813,0.0,41.600000983,871.000003323,0.612020016,1,229.498295986
116,204_UTBG,3470.0,3025.75,98.300003052,3391.32,0.1596,0.0001524,2883.57,0.062,0.0001524,0.073,0.1596,256.000009375,1.780951712,9.65816085472774,2883.569925,0.0,130.000004761,869.000004744,0.798330009,1,146.733757522
117,205-Kulg,3270.0,2936.68,0.100000001,2856.3,0.156,1.524e-05,2611.33,0.062,1.524e-05,0.073,0.156,2197.228432031,0.731414988,45.0057559207216,2611.329946875,0.379999995,78.79999856,839.999999094,0.803229988,1,99.999997071
118,205P_UTBG,3275.0,3066.54,96.900001526,3275.0,0.1596,0.0001524,3029.6,0.0646,0.0001524,0.0756,0.1596,154.841035083,1115.007005344,1.1385006113115,3029.60008125,-0.519999981,285.943002344,833.945999661,0.993130028,0,229.498295986
119,205_URM,3270.0,3087.55,88.569999695,3232.0,0.1596,0.0001524,3011.8,0.062,0.0001524,0.073,0.1596,1248.090030078,0.055434505,-6.29976345885124,0.0,0.0,195.277990723,1035.999999665,0.811839998,0,230.478930407
120,206_URM,3640.0,3067.9,97.150001526,3609.7,0.1596,0.0001524,3292.32,0.062,0.0001524,0.073,0.1596,1348.684168555,0.629440509,12.2813532849813,3292.320119531,0.300000012,285.943002344,833.945999661,0.993130028,0,123.591066313
121,206_UTBG,3619.0,3055.2,94.699996948,3434.26,0.1596,1.524e-05,2912.64,0.062,1.524e-05,0.073,0.1596,661.588140234,7.533043188,19.2969065055802,2912.639927344,0.0,130.000004761,869.000004744,0.798330009,1,125.06200111
122,207_UTBG,3770.0,3080.0,99.900001526,3552.0,0.1596,1.524e-05,3294.58,0.062,1.524e-05,0.073,0.1596,693.877562305,4.657853516,1.09054349336166,3294.579925781,0.100000001,130.000004761,869.000004744,0.798330009,1,148.204700736
123,208_URM,3974.87,3096.33,97.199996948,3275.0,0.1596,0.0001524,3029.81,0.062,0.0001524,0.073,0.1596,269.999999072,25.507069227,23.7832305174862,3029.809928906,0.0,255.13200625,858.935000863,0.661599994,2,253.033235914
124,211_UTBG,3211.5,3051.08,94.099998474,3126.59,0.1596,0.0001524,2762.07,0.062,0.0001524,0.073,0.1596,71.277607642,1.858701465,23.9620076586327,2762.069917969,0.200000003,130.000004761,869.000004744,0.798330009,1,217.730834439
125,212_URM,3750.0,2922.35,95.550003052,3725.5,0.1596,1.524e-05,3421.63,0.062,1.524e-05,0.073,0.1596,3103.046452344,0.780987489,26.194060967827,3421.63003125,0.170000002,285.943002344,833.945999661,0.993130028,0,195.176512099
126,213_URM,3946.5,3058.34,93.400001526,3946.5,0.1596,1.524e-05,3508.6,0.062,1.524e-05,0.073,0.1596,7338.866054687,0.703718994,27.5603768535426,3508.600127344,0.25,285.943002344,833.945999661,0.993130028,0,156.147743593
127,214_UTBG,3274.0,2992.6,96.599998474,3274.0,0.1596,1.524e-05,2939.07,0.062,1.524e-05,0.073,0.1596,259.684739746,3.800316154,13.5735059699368,2939.070016406,0.085000001,130.000004761,869.000004744,0.798330009,1,119.66857913
128,221_URM,3450.0,3078.0,96.400001526,3438.33,0.1596,0.0001524,1483.0,0.062,0.0001524,0.073,0.1596,442.307682715,5.085674938,1.15137474131675,1482.999935156,0.439999998,285.943002344,833.945999661,0.993130028,1,257.936357517
129,229_URM,3285.4,2749.18,54.799999237,3285.4,0.1596,1.524e-05,2905.96,0.062,1.524e-05,0.073,0.1596,491.410728516,8.06365131,1.26644379761667,2905.959925781,0.50999999,285.943002344,833.945999661,0.993130028,0,173.602824179
130,230_URM,3420.0,2896.85,0.0,3420.0,0.1086,1.524e-05,3204.0,0.062,1.524e-05,0.073,0.1596,9052.999871875,0.092510777,125.233675983819,0.0,0.0,285.943002344,833.945999661,0.993130028,0,280.490679857
131,231_URM,3270.0,2959.24,70.61693192439203,3270.0,0.1596,1.524e-05,2923.0,0.062,1.524e-05,0.073,0.1596,2128.045113809023,9.216998375051427,-520.309646568964,0.0,0.0,210.999991504,868.000002995,0.898000002,1,174.88089287166852
132,234_URM,3561.0,3079.2,91.300003052,3224.0,0.16,0.0001524,2002.0,0.062,0.0001524,0.073,0.16,620.689636133,0.022422514,1.42507921677563,2002.000069922,-0.400000006,285.943002344,833.945999661,0.993130028,1,257.936357517
133,235_URM,3830.0,3084.0,93.650001526,3793.87,0.1596,0.0001524,3358.55,0.0658,0.0001524,0.0768,0.1596,449.693799219,0.803761295,1.13589744078138,3358.550123438,0.230000004,285.943002344,833.945999661,0.993130028,0,133.397292685
134,236_URM,4440.8,3121.76,96.550003052,4308.11,0.1596,0.0001524,3400.12,0.062,0.0001524,0.073,0.1596,701.202593262,3.167149488,3.89859033469036,3400.119902344,0.159999996,285.943002344,833.945999661,0.993130028,0,169.288079862
135,25Р_URM,3150.0,3148.28,55.700000763,3150.0,0.2174,0.0001524,2569.34,0.062,0.0001524,0.073,0.2174,256.000009375,0.376728248,1.26026830429225,2569.339877344,0.469999999,285.943002344,833.945999661,0.993130028,0,129.474805503
136,26P_URM,3065.0,2815.3,38.849998474,3065.0,0.1596,1.524e-05,2833.37,0.062,1.524e-05,0.073,0.1596,3275.109728906,0.453797382,76.2560533230542,2833.369900781,0.5,130.000004761,869.000004744,0.798330009,1,182.428416131
137,26P_URM_FON,3065.0,2815.3,59.400001526,3065.0,0.1596,1.524e-05,2833.37,0.062,1.524e-05,0.073,0.1596,5173.602841406,0.334145632,66.074827141695,0.0,0.0,130.000004761,869.000004744,0.798330009,1,171.641572171
138,27ПО_URM,3250.0,3249.31,61.700000763,3069.0,0.1596,0.0001524,2834.2,0.062,0.0001524,0.073,0.1596,837.610902344,0.678073105,25.5796909841856,2834.200064063,0.330000013,285.943002344,833.945999661,0.993130028,0,290.296889396
139,27ПО_URM_FON,3250.0,3249.31,52.0,3069.0,0.1596,0.0001524,2834.2,0.062,0.0001524,0.073,0.1596,951.052906055,0.43245656,37.8010660189653,0.0,0.0,285.943002344,833.945999661,0.993130028,0,290.296889396
140,29PO_URM_test,3150.0,3148.03,22.700000763,3086.26,0.148,1.524e-05,2798.0,0.062,1.524e-05,0.073,0.148,1689.234621484,1.047939358,127.996436051836,0.0,0.0,1345.000000586,777.900003754,0.993130028,0,296.180628586
141,29PO_URM_test_ESP,3150.0,3148.03,6.0,3086.26,0.148,1.524e-05,2798.0,0.062,1.524e-05,0.073,0.148,22999.999328125,1.338479934,132.136836940777,2799.000128906,0.0,285.943002344,833.945999661,0.993130028,0,298.141863761
142,300_URM,3438.0,3076.04,95.300003052,3438.0,0.1596,0.0001524,3050.13,0.062,0.0001524,0.073,0.1596,785.47499375,4.456604907,30.2781284421478,3050.130028125,0.0,285.943002344,833.945999661,0.993130028,0,217.730834439
143,301_URM,3608.88,3082.52,94.25,3540.2,0.1596,0.0001524,3093.77,0.062,0.0001524,0.073,0.1596,799.398950977,3.470053089,33.8669346330769,3094.77013125,0.090000004,285.943002344,833.945999661,0.993130028,0,211.847095249
144,302_URM,3472.0,2740.8,91.5,3472.0,0.1596,0.0001524,3082.45,0.062,0.0001524,0.073,0.1596,420.367631836,0.706585787,1.16076966204677,3082.29,0.239999995,285.943002344,833.945999661,0.993130028,0,109.862352758
145,307_SML,3351.86,2762.77,85.099998474,3351.86,0.1468,1.524e-05,2723.0,0.062,1.524e-05,0.073,0.1468,828.682462305,0.505605329,40.983095347296,2722.99985625,0.109999999,41.600000983,879.600003149,0.612023115,1,149.087249831
146,310_SML,3660.0,2770.0,92.599998474,3274.0,0.147,1.524e-05,2340.77,0.062,1.524e-05,0.073,0.147,582.528949902,0.735979137,30.2647317850452,2340.769940625,0.349999994,41.600000983,879.600003149,0.612023115,1,159.874110624
147,312_SML,2967.0,2838.6,59.799999237,2877.0,0.1468,0.0001524,2759.72,0.062,0.0001524,0.073,0.1468,402.985073242,0.432680421,78.6024044507555,2759.719921875,0.230000004,41.600000983,879.600003149,0.612023115,1,204.982738471
148,42P_AR,3150.0,3149.15,89.949996948,3012.0,0.156,1.524e-05,2906.75,0.062,1.524e-05,0.073,0.156,4329.109172656,0.297396213,71.402638076888,2906.749905469,0.270000011,255.13200625,858.935000863,0.661599994,1,319.715585347
149,44_AR_INJ,3300.0,3300.0,100.0,1334.0,0.125,0.0001524,1233.0,0.062,0.0001524,0.073,0.125,104.64679895,8.672060039,-2508.41698209641,0.0,0.0,255.13200625,858.935000863,0.661599994,0,99.075508798
150,500_URM,3579.7329775280896,3055.6238764044947,70.61693192439203,3344.863028571429,0.15573714285714282,0.00010223862857142857,2938.4441242937855,0.062795293220339,0.00011374395480225989,0.07370225988700564,0.15823502824858754,2128.045113809023,9.216998375051427,-520.309646568964,0.0,0.0,285.942331787,833.945774672,0.993130028,0,1.013253489
151,501_URM,3525.21,2989.21,94.199996948,3525.21,0.1596,1.524e-05,3020.39,0.062,1.524e-05,0.073,0.1596,14067.89969375,0.256214643,32.2141169438749,3020.390001562,0.300000012,285.943002344,833.945999661,0.993130028,0,199.999997238
152,550_URM,3564.0,3015.84,42.900001526,3548.0,0.1468,0.0001524,3280.0,0.062,0.0001524,0.073,0.1468,285.943002344,0.682645293,1.51690672057562,3280.000127344,0.039999999,285.943002344,833.945999661,0.993130028,0,290.296889396
153,551_URM,3306.0,2998.61,98.199996948,3300.0,0.1468,0.0001524,3013.0,0.062,0.0001524,0.073,0.1468,871.708837305,1.058853319,5.37272300256208,3013.000089844,0.360000014,285.943002344,833.945999661,0.993130028,0,290.296889396
154,5_URM_INJ,3279.0,3279.0,100.0,1173.0,0.122,0.0001524,1041.0,0.0778416,0.0001524,0.089,0.122,0.0,2.74801998,-8129.51511166685,0.0,0.0,285.943002344,833.945999661,0.993130028,0,99.075508798
155,761_URM_INJ,3220.0,3095.29,100.0,1289.0,0.157,0.0001524,1148.0,0.078,0.0001524,0.089,0.157,0.0,7.206019937,-3038.90240827281,0.0,0.0,285.943002344,833.945999661,0.993130028,0,99.075508798
156,763_URM,3200.0,3167.0,95.449996948,3112.0,0.1572,0.0001524,2346.29,0.062,0.0001524,0.073,0.1572,269.999999072,20.74999594,1.11483316300105,2346.289975781,0.01,285.943002344,833.945999661,0.993130028,0,231.067290859
157,765_URM_INJ,3296.0,3091.06,100.0,3266.0,0.16,0.0001524,3091.0,0.0690306,0.0001524,0.08,0.16,0.0,16.08339993,-4262.67552751044,0.0,0.0,285.943002344,833.945999661,0.993130028,0,320.696202934
158,766_URM,3370.0,3095.13,94.300003052,3181.0,0.156,1.524e-05,2864.0,0.062,1.524e-05,0.073,0.156,799.856746484,0.319372814,37.6405585447364,2863.999919531,0.150000006,285.943002344,833.945999661,0.993130028,0,237.343287184
159,767_URM_INJ,3600.0,3075.47,100.0,1375.0,0.16,0.0001524,1179.0,0.0778579,0.0001524,0.089,0.16,0.0,4.19479273,-11602.018483401,0.0,0.0,285.943002344,833.945999661,0.993130028,0,216.000008038
160,769_URM_INJ,3540.0,3087.69,100.0,3476.0,0.16,0.0001524,1.0,0.078,0.0001524,0.089,0.16,0.0,4.19479273,-11602.018483401,0.0,0.0,285.943002344,833.945999661,0.993130028,0,216.000008038
161,770_URM_INJ,3520.0,2981.55,100.0,3520.0,0.157,0.0001524,1.0,0.078,0.0001524,0.089,0.157,0.0,13.488199861,-5460.21844568844,0.0,0.0,285.943002344,833.945999661,0.993130028,0,340.308655679
162,801_URM,3320.0,3097.64,58.0,3320.0,0.148,1.524e-05,3013.0,0.062,1.524e-05,0.073,0.148,10892.893082812,0.405267972,38.3509117579666,3013.000089844,0.189999998,285.943002344,833.945999661,0.993130028,0,98.094882794
163,802_URM,3990.0,3129.09,73.0,3320.0,0.148,1.524e-05,3109.24,0.062,1.524e-05,0.073,0.148,4078.542835156,0.509143807,55.0942412127631,3109.240094531,0.059999999,285.943002344,833.945999661,0.993130028,0,159.874110624
164,803_URM,3370.0,3095.13,12.56000042,3370.0,0.16,1.524e-05,3074.3,0.062,1.524e-05,0.073,0.16,3007.530114844,0.518509984,80.3834187717978,3074.300013281,0.400000006,285.943002344,833.945999661,0.993130028,0,182.428416131
165,804_URM,3831.0,3124.55,61.400001526,3462.0,0.16,1.524e-05,3292.0,0.062,1.524e-05,0.073,0.1596,11494.370795312,0.530862804,69.3683302448546,0.0,0.0,285.943002344,833.945999661,0.993130028,0,182.428416131
166,805_URM,3923.35,3124.66,3.599999905,3490.0,0.156,1.524e-05,3000.12,0.062,1.524e-05,0.073,0.156,1563.385243359,0.217026516,71.3372176850745,3000.119908594,0.5,285.943002344,833.945999661,0.993130028,0,159.874110624
167,806_URM,3450.0,3074.38,34.200000763,3447.01,0.1596,1.524e-05,3193.57,0.062,1.524e-05,0.073,0.1596,720.280319043,0.303814884,15.602019770389,3193.569979688,-0.129999995,285.943002344,833.945999661,0.993130028,0,130.749611733
168,SB_1002_AR,3585.0,3069.69,38.599998474,3585.0,0.1596,0.0001524,3046.14,0.062,0.0001524,0.073,0.1596,2449.773214453,0.808461306,66.5301758792718,3046.139946094,0.0,255.13200625,858.935000863,0.661599994,2,158.893476204
169,SB_1105_AR,3350.0,3115.18,85.949996948,3280.0,0.1596,0.0001524,2909.0,0.062,0.0001524,0.073,0.1596,443.67432041,5.77097165,58.9692242127239,2908.999889063,0.25,255.13200625,858.935000863,0.661599994,2,221.653321621
170,SB_1105_AR_13,3350.0,3115.18,83.25,3280.0,0.1596,0.0001524,2909.0,0.062,0.0001524,0.073,0.1596,521.401785254,7.046989787,66.0153715385603,2908.999889063,0.150000006,255.13200625,858.935000863,0.661599994,2,229.498295986
171,SB_1111_AR,3357.0,3146.53,95.050003052,3345.0,0.1596,0.0001524,3044.9,0.062,0.0001524,0.073,0.1596,472.790149316,5.75931096,21.2173438042757,3044.899910156,0.270000011,255.13200625,858.935000863,0.661599994,2,144.968642498
172,SB_1211_AR,3974.87,3096.33,91.199996948,3577.22,0.1596,0.0001524,3287.56,0.062,0.0001524,0.073,0.1596,2958.7084,3.169796921,26.3176903145891,3288.160075781,0.170000002,255.13200625,858.935000863,0.661599994,2,124.571692316
173,SB_1217_AR,3590.0,3060.85,85.800003052,3590.0,0.1596,0.0001524,3228.06,0.062,0.0001524,0.073,0.1596,2088.390946094,1.335173185,33.1496723433909,3228.060004688,0.200000003,255.13200625,858.935000863,0.661599994,2,122.708508801
174,SB_1224_AR,3924.0,3062.26,64.300003052,3738.0,0.1596,0.0001524,3308.0,0.062,0.0001524,0.073,0.1596,6945.90775,0.258638542,53.110651549793,3308.000055469,0.100000001,255.13200625,858.935000863,0.661599994,2,142.222893054
175,SB_1225_AR,4014.0,3069.08,84.300003052,3656.0,0.1596,0.0001524,3314.37,0.062,1.524e-05,0.073,0.1596,3605.341310156,2.555687868,41.7725115542736,3316.769901563,0.25,255.13200625,858.935000863,0.661599994,2,148.400820887
176,SB_201_UTBG,3450.0,3003.19,91.800003052,3426.0,0.1596,0.0001524,3157.89,0.062,0.0001524,0.073,0.1596,130.000004761,2.136903069,41.2129178930094,3157.889925,0.0,130.000004761,869.000004744,0.798330009,1,205.963356059
177,SB_208_UTBG,3590.0,3030.4,89.650001526,3453.0,0.1596,1.524e-05,3057.0,0.062,1.524e-05,0.073,0.1596,130.000004761,13.460412124,28.7727878035723,3056.999934375,0.02,130.000004761,869.000004744,0.798330009,1,124.571692316
178,SB_216_UTBG,3960.0,2951.11,80.699996948,3160.0,0.1596,1.524e-05,3058.5,0.062,1.524e-05,0.073,0.1596,256.643722119,2.431851451,49.5095967780693,3058.500121875,-0.25,255.13300127,858.935000863,0.661599994,1,161.73729414
179,SB_47_AR,3054.0,3053.88,70.0,3054.0,0.1596,0.0001524,2838.75,0.062,0.0001524,0.073,0.1596,964.44448457,1.40599772,44.8184230104116,2838.7500375,0.319999993,255.13200625,858.935000863,0.661599994,2,125.55231832
